Title,Rating,ReviewText
The Father,5,"As emotionally dramatic as it gets. The film is brilliant with all the cast on top form, but Anthony Hopkins simply superb as a man sinking in his dementia."
The Father,4.5,Uma experiência real em forma de filme de como a vida de uma pessoa com alzheimer.
The Father,5,"Absolutely brilliant, the way in which Alzheimer's and old age were worked out, forgetfulness and mental confusion are felt not only by the protagonist but also by the audience, it's something that certainly approaches perfection."
The Father,4,"Emotional and at times painful, this movie is led by strong performances from its 2 lead actors, especially Hopkins. The depiction of what old people go through, is what makes this painful to watch, in an empathetic way."
The Father,3.5,Anthony Hopkins once again proves that he is one of the greatest actors ever.
The Father,3.5,Interessante abordagem de um tema complexo como a demência brindado com mais uma grande atuação do Anthony Hopkins
The Father,4.5,If you only thought Hopkins peaked at Silence of the Lambs or being Thor's dad.
Don't Look Up,5,This is some enjoyable level satire with star actors which really captured the feeling of beeing a young and educated human in a self destructive capitalisitc world.
Don't Look Up,0.5,Blatant liberal propganda
Don't Look Up,5,"Buena crítica a la sociedad actual. A esas cosas que no son esenciales pero que tienen mucha importancia y relevancia en la actualidad, dejando de lado temas importantes."
Don't Look Up,4.5,A great dark comedy.
Don't Look Up,3.5,"Definitely better than the reviews would have you believe. Don't Look Up has a collection of talent that could have made one of the all-time great satires and perhaps the disappointment is that it doesn't do so. However, it is still quite good. More than its entertainment factor - and it is entertaining - it is a timely and compelling wrecking ball that is meant to crash through our walls of collective denial. Of course, we will ignore it and time might sadly make this movie appear more and more prophetic."
Don't Look Up,5,The movie portrays the insanity we are already living in with climate denial. It's a very relatable movie.
Don't Look Up,4,I think no one are going to watch this movie without overthink about the reflection that it has on society and human beings matters.
Don't Look Up,3.5,"Very realistic depiction of the current situation, I would've preferred if they made the disaster a manmade one rather than a random natural thing."
Don't Look Up,5,Well done. An inflated view of current society.
Don't Look Up,0.5,From bad camera angles to bad actors this movie is horrible. I had more enjoyment getting a root canal or speeding ticket.
Thor: Ragnarok,5,The greatest 02 hours: and 10 minutes ever!!!!!!!!!! It is not ****ing bull****!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! The bad reviews can lick a p***y and c***!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Thor: Ragnarok,4.5,Chris Hemsworth and the rest of the cast have great chemistry in this movie. The storyline and comedy are well written.
Thor: Ragnarok,4.5,"This movie got the right balance of story, plot, humor, action, and drama.  It is by far the best Thor movie and enjoyable to watch as a stand alone"
Thor: Ragnarok,4.5,Fun movie with lots of jokes
Thor: Ragnarok,5,"Taika Waititi swoops in at just the right moment to save Thor in the MCU. One of the funniest MCU films to date, it blew audiences away all around the world, completely reinventing the formula, and giving Thor the re-work that was required after his somewhat disastrous second movie. WIth amazing characters and an amazing cast, Thor: Ragnarok is a magnificent achievement in cinema."
Thor: Ragnarok,4,My rating for the film is a 8.6/10
Thor: Ragnarok,5,"Thor: Ragnarok is the BEST Thor movie. I've seen all of them. Thor (2011), Thor: The Dark World (2013), and Thor: Love and Thunder (2022). Ragnarok wasn't too serious, but it wasn't too funny. It had just the right amount of humor and seriousness to balance it out."
Thor: Ragnarok,4.5,My 2nd favorite Marvel movie great execution amazing at the sequel was so terrible in comparison
Thor: Ragnarok,2,"Regia scarsa, per un film senza né capo né coda."
Thor: Ragnarok,5,Quite the tone change compared to the first two movies. This was really fun.
Black Panther,3,Extremely overrated and I am definitely not a huge fan of it.
Black Panther,5,"The first Black-led superhero film in the MCU's long line of installments proves to be one that will never lose its momentum. While being review-bombed by incels who believe that having a Black lead makes a film ""woke"", it survives completely thanks to its brilliant visuals, characters, down-to-earthness, and plot. Watch out world--T'Challa is claiming his rightful throne!"
